request_number request_time update_number update_time
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
0,0.000000,0,0.000000
19,1251.000000,7,409.000000
32,2123.000000,17,634.000000
26,1964.000000,24,868.000000
25,1710.000000,30,1073.000000
30,1760.000000,36,1205.000000
26,1320.000000,41,1412.000000
21,1373.000000,44,1503.000000
17,1103.000000,47,1683.000000
29,1249.000000,49,1738.000000
31,1471.000000,55,1936.000000
24,1529.000000,58,1960.000000
22,1280.000000,60,2071.000000
33,1344.000000,61,2184.000000
36,1281.000000,63,2159.000000
21,1238.000000,68,2391.000000
34,1332.000000,72,2433.000000
43,1841.000000,77,2613.000000
33,1485.000000,81,2747.000000
31,1223.000000,84,3504.000000
33,1590.000000,90,3093.000000
42,1346.000000,94,3283.000000
39,1346.000000,98,3398.000000
31,1569.000000,102,3647.000000
43,1316.000000,105,3682.000000
48,1465.000000,110,3776.000000
33,1410.000000,115,4309.000000
40,1378.000000,115,7547.000000
51,1570.000000,118,4272.000000
48,1207.000000,122,4482.000000
38,1303.000000,127,4687.000000
48,1567.000000,131,5891.000000
53,1551.000000,133,4906.000000
41,702.000000,133,4991.000000
32,544.000000,132,4725.000000
42,475.000000,133,4664.000000
37,438.000000,133,4752.000000
32,286.000000,133,5058.000000
36,263.000000,133,5015.000000
47,364.000000,133,4989.000000
